ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5023491,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023492,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2
5023494,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023497,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3
5023499,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023500,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023502,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023504,F,N,N,1,63000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2
5023505,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,-19876,-5865,1,0,0,0,Medicine staff,1
5023506,F,N,Y,0,207000,State servant,Secondary / secondary special,Widow,House / apartment,-19876,-5865,1,0,0,0,Medicine staff,1
5023509,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023511,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023514,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023516,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023517,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023518,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023519,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023520,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023521,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3
5023522,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023523,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023524,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15516,-1301,1,0,0,0,Laborers,2
5023527,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023528,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023531,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,1,0,0,0,High skill tech staff,2
5023533,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023535,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023538,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-13920,-904,1,0,0,0,Core staff,1
5023542,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2
5023543,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2
5023544,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2
5023545,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15945,-3673,1,1,1,0,Core staff,2
5023546,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,-21700,-2426,1,0,0,0,Laborers,2
5023547,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,-21700,-2426,1,0,0,0,Laborers,2
5023550,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,-21700,-2426,1,0,0,0,Laborers,2
5023551,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,-12257,-1969,1,0,0,0,Managers,1
5023559,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-17782,-9975,1,0,0,0,Core staff,1
5023564,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-17782,-9975,1,0,0,0,Core staff,1
5023566,M,Y,Y,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12323,-1117,1,0,1,0,Laborers,5
5023567,M,Y,Y,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12323,-1117,1,0,1,0,Laborers,5
5023569,F,Y,Y,0,180000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21485,365243,1,0,0,0,,1
5023570,F,Y,Y,0,180000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21485,365243,1,0,0,0,,1
5023573,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2
5023577,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2
5023579,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23006,365243,1,0,1,0,,1
5023580,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23006,365243,1,0,1,0,,1
5023581,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23006,365243,1,0,1,0,,1
5023584,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023589,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023590,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023591,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023592,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023593,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-14364,-6352,1,0,0,0,Laborers,1
5023600,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-17235,-417,1,0,0,0,Laborers,2
5023603,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20323,-1727,1,0,0,0,Cleaning staff,2
5023605,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20323,-1727,1,0,0,0,Cleaning staff,2
5023608,M,Y,Y,1,360000,Pensioner,Secondary / secondary special,Married,House / apartment,-19832,365243,1,0,0,0,,3
5023610,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12525,-143,1,0,0,0,,2
5023612,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,2
5023614,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,2
5023615,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,2
5023616,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17585,-235,1,0,0,0,Drivers,2
5023619,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10806,-720,1,0,0,0,Managers,4
5023622,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10806,-720,1,0,0,0,Managers,4
5023623,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4
5023624,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4
5023626,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4
5023627,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1
5023629,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1
5023630,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1
5023632,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1
5023636,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12272,-2212,1,1,0,0,Laborers,3
5023638,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12272,-2212,1,1,0,0,Laborers,3
5023640,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023641,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,1
5023642,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023644,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023645,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023646,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023647,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4
5023650,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1
5023656,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1
5023657,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1
5023662,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4
5023663,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4
5023666,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023668,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023671,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023672,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023673,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023674,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2
5023677,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,-11736,-1816,1,0,0,0,Cooking staff,2
5023679,M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-20663,-3887,1,0,1,0,Managers,2
5023681,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3
5023683,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3
5023684,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2
5023685,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2
5023687,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2
5023690,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1
5023691,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1
5023697,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12185,-4710,1,1,1,0,Private service staff,2
5023698,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12185,-4710,1,1,1,0,Private service staff,2
5023699,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023700,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023703,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023706,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023707,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023712,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023713,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2
5023719,F,Y,Y,0,175500,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2
5023720,F,Y,Y,0,175500,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2
5023722,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2
5023723,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2
5023729,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3
5023730,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3
5023731,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-9158,-1666,1,0,0,0,,1
5023734,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023735,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023736,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023737,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023738,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023739,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2
5023748,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2
5023750,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2
5023752,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2
5023761,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1
5023763,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2
5023764,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2
5023765,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2
5023771,M,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-24742,365243,1,0,0,0,,2
5023779,M,Y,N,0,270000,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2
5023780,F,N,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-17800,-1086,1,0,0,0,Accountants,2
5023781,M,N,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-17800,-1086,1,0,0,0,Accountants,2
5023812,F,N,Y,1,202500,Working,Secondary / secondary special,Separated,House / apartment,-13956,-5429,1,0,0,0,Laborers,2
5023813,F,Y,Y,0,405000,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2
5023820,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2
5023825,M,Y,Y,1,247500,State servant,Higher education,Married,House / apartment,-12906,-4578,1,0,0,0,Core staff,3
5023830,F,N,Y,1,135000,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2
5023831,F,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12135,-925,1,0,0,0,Sales staff,4
5023833,F,N,Y,0,540000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18964,-1442,1,0,1,0,Managers,2
5023836,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19659,-2233,1,0,0,0,Accountants,1
5023837,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-20009,-6524,1,0,0,0,,2
5023838,F,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19801,-1077,1,0,1,0,Core staff,2
5023839,M,Y,Y,1,220500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14469,-134,1,0,0,0,Drivers,3
5023841,F,Y,Y,0,180000,State servant,Higher education,Married,House / apartment,-14653,-2294,1,0,0,0,High skill tech staff,2
5023843,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17206,-1626,1,0,0,0,Sales staff,2
5023846,M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,-20434,-2691,1,0,1,0,Laborers,2
5023848,M,N,Y,0,49500,Working,Secondary / secondary special,Single / not married,House / apartment,-12087,-3482,1,1,1,0,Security staff,1
5023851,F,N,N,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-14235,-1189,1,0,0,0,Sales staff,2
5023856,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,-19737,-5359,1,0,0,0,,2
5023858,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,-19737,-5359,1,0,0,0,,2
5023859,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,-19737,-5359,1,0,0,0,,2
5023860,F,Y,Y,0,450000,State servant,Higher education,Married,House / apartment,-19737,-5359,1,0,0,0,,2
5023864,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18179,-2773,1,0,1,0,Sales staff,2
5023867,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18179,-2773,1,0,1,0,Sales staff,2
5023870,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18945,-1677,1,1,0,0,Managers,1
5023873,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18945,-1677,1,1,0,0,Managers,1
5023875,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18945,-1677,1,1,0,0,Managers,1
5023876,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22985,365243,1,0,1,0,,2
5023879,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22985,365243,1,0,1,0,,2
5023880,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22985,365243,1,0,1,0,,2
5023882,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21365,365243,1,0,0,0,,2
5023883,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21365,365243,1,0,0,0,,2
5023885,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21365,365243,1,0,0,0,,2
5023890,F,N,Y,0,189000,Working,Secondary / secondary special,Separated,House / apartment,-17135,-93,1,1,1,0,,1
5023892,F,N,Y,2,85500,Working,Higher education,Married,House / apartment,-12160,-458,1,0,0,0,,4
5023895,F,N,Y,2,85500,Working,Higher education,Married,House / apartment,-12160,-458,1,0,0,0,,4
5023896,F,N,N,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-18309,365243,1,0,0,0,,3
5023897,F,N,N,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-18309,365243,1,0,0,0,,3
5023902,F,N,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-9850,-246,1,0,0,0,,2
5023904,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023906,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023907,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023908,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023909,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023912,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023913,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,365243,1,0,1,0,,2
5023916,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3
5023918,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3
5023919,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3
5023920,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3
5023921,M,Y,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16173,-2862,1,0,0,0,Managers,3
5023922,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-17398,-458,1,0,0,0,Drivers,3
5023928,F,N,Y,0,157500,Commercial associate,Higher education,Married,Rented apartment,-11937,-1889,1,0,0,0,Cooking staff,2
5023929,F,N,Y,0,157500,Commercial associate,Higher education,Married,Rented apartment,-11937,-1889,1,0,0,0,Cooking staff,2
5023930,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023931,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023932,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023934,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023936,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023937,F,N,Y,2,135000,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3
5023942,M,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9066,-2407,1,0,0,0,Cooking staff,3
5023945,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3
5023950,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3
5023951,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3
5023952,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,1,0,0,0,Laborers,3
5023955,M,Y,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-16573,-1616,1,0,0,0,Managers,2
5023956,M,Y,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-16573,-1616,1,0,0,0,Managers,2
5023957,M,Y,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-16573,-1616,1,0,0,0,Managers,2
5023959,M,Y,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,-16573,-1616,1,0,0,0,Managers,2
5023960,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21922,365243,1,0,0,0,,2
5023961,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21922,365243,1,0,0,0,,2
5023963,M,N,Y,3,90000,Working,Secondary / secondary special,Married,House / apartment,-12681,-1677,1,0,0,0,Core staff,5
5023964,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2
5023965,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2
5023967,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2
5023968,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2
5023969,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,-23636,365243,1,0,0,0,,2
5023971,F,N,Y,0,189000,Pensioner,Secondary / secondary special,Married,House / apartment,-23086,365243,1,0,0,0,,2
5023973,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023974,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023975,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023976,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023977,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023979,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023980,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023982,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023983,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3
5023988,M,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-21135,-2862,1,0,0,0,Laborers,2
5023990,F,N,Y,1,157500,Working,Higher education,Married,House / apartment,-11099,-2011,1,0,0,0,Sales staff,3
5023994,M,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-21170,-1281,1,0,0,0,,2
5023996,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,1,0,0,0,Laborers,2
5023997,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,1,0,0,0,Laborers,2
5023998,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-10847,-2712,1,0,0,0,Laborers,2
